"customerid","lifetime_spend","past_orders","days_inactive","avg_order_value","reactivation_tier","last_purchase"
14066,"152.55",1,267,"152.55","Low Value — Bulk Email Only","18 Mar 2011"
13514,"152.20",1,74,"152.20","Low Value — Bulk Email Only","27 Sep 2011"
16617,"151.85",1,236,"151.85","Low Value — Bulk Email Only","18 Apr 2011"
14208,"151.74",1,95,"151.74","Low Value — Bulk Email Only","06 Sep 2011"
13462,"151.50",1,253,"151.50","Low Value — Bulk Email Only","01 Apr 2011"
16461,"151.42",1,178,"151.42","Low Value — Bulk Email Only","15 Jun 2011"
15717,"150.30",1,234,"150.30","Low Value — Bulk Email Only","19 Apr 2011"
17234,"149.89",1,183,"149.89","Low Value — Bulk Email Only","10 Jun 2011"
18262,"149.48",1,140,"149.48","Low Value — Bulk Email Only","22 Jul 2011"
17859,"148.21",1,305,"148.21","Low Value — Bulk Email Only","08 Feb 2011"
15503,"147.09",1,363,"147.09","Low Value — Bulk Email Only","12 Dec 2010"
14238,"146.85",1,326,"146.85","Low Value — Bulk Email Only","17 Jan 2011"
16893,"145.93",1,367,"145.93","Low Value — Bulk Email Only","08 Dec 2010"
12565,"145.92",1,289,"145.92","Low Value — Bulk Email Only","24 Feb 2011"
13866,"145.67",1,74,"145.67","Low Value — Bulk Email Only","26 Sep 2011"
17978,"145.40",1,365,"145.40","Low Value — Bulk Email Only","09 Dec 2010"
16598,"145.05",1,286,"145.05","Low Value — Bulk Email Only","27 Feb 2011"
17524,"145.00",1,361,"145.00","Low Value — Bulk Email Only","13 Dec 2010"
12974,"144.80",1,198,"144.80","Low Value — Bulk Email Only","26 May 2011"
14109,"144.20",1,73,"144.20","Low Value — Bulk Email Only","28 Sep 2011"
17578,"143.46",1,218,"143.46","Low Value — Bulk Email Only","05 May 2011"
15705,"143.10",1,201,"143.10","Low Value — Bulk Email Only","22 May 2011"
13299,"142.50",1,268,"142.50","Low Value — Bulk Email Only","16 Mar 2011"
14386,"142.40",1,297,"142.40","Low Value — Bulk Email Only","16 Feb 2011"
13584,"142.40",1,307,"142.40","Low Value — Bulk Email Only","06 Feb 2011"
13561,"141.86",1,216,"141.86","Low Value — Bulk Email Only","08 May 2011"
14041,"141.41",1,266,"141.41","Low Value — Bulk Email Only","18 Mar 2011"
15388,"140.54",1,270,"140.54","Low Value — Bulk Email Only","14 Mar 2011"
17718,"139.35",1,232,"139.35","Low Value — Bulk Email Only","21 Apr 2011"
16483,"139.35",1,192,"139.35","Low Value — Bulk Email Only","31 May 2011"
14772,"139.26",1,112,"139.26","Low Value — Bulk Email Only","19 Aug 2011"
17941,"139.20",1,131,"139.20","Low Value — Bulk Email Only","01 Aug 2011"
15135,"139.05",1,239,"139.05","Low Value — Bulk Email Only","14 Apr 2011"
13273,"138.98",1,113,"138.98","Low Value — Bulk Email Only","18 Aug 2011"
12902,"138.68",1,265,"138.68","Low Value — Bulk Email Only","20 Mar 2011"
17122,"138.32",1,119,"138.32","Low Value — Bulk Email Only","12 Aug 2011"
13716,"138.28",1,269,"138.28","Low Value — Bulk Email Only","15 Mar 2011"
15663,"138.14",1,106,"138.14","Low Value — Bulk Email Only","25 Aug 2011"
16050,"137.90",1,174,"137.90","Low Value — Bulk Email Only","19 Jun 2011"
13279,"137.75",1,78,"137.75","Low Value — Bulk Email Only","22 Sep 2011"
17709,"137.45",1,170,"137.45","Low Value — Bulk Email Only","23 Jun 2011"
14483,"137.10",1,282,"137.10","Low Value — Bulk Email Only","03 Mar 2011"
15691,"136.80",1,252,"136.80","Low Value — Bulk Email Only","01 Apr 2011"
14247,"136.77",1,278,"136.77","Low Value — Bulk Email Only","06 Mar 2011"
17972,"136.04",1,242,"136.04","Low Value — Bulk Email Only","12 Apr 2011"
12968,"135.95",1,112,"135.95","Low Value — Bulk Email Only","19 Aug 2011"
15042,"135.93",1,199,"135.93","Low Value — Bulk Email Only","24 May 2011"
14889,"135.90",1,336,"135.90","Low Value — Bulk Email Only","07 Jan 2011"
16114,"135.75",1,171,"135.75","Low Value — Bulk Email Only","22 Jun 2011"
15174,"135.75",1,323,"135.75","Low Value — Bulk Email Only","21 Jan 2011"
16665,"135.40",1,362,"135.40","Low Value — Bulk Email Only","12 Dec 2010"
12851,"135.18",1,97,"135.18","Low Value — Bulk Email Only","04 Sep 2011"
13848,"135.00",1,298,"135.00","Low Value — Bulk Email Only","15 Feb 2011"
16055,"134.80",1,221,"134.80","Low Value — Bulk Email Only","03 May 2011"
14340,"134.70",1,219,"134.70","Low Value — Bulk Email Only","05 May 2011"
15562,"134.55",1,352,"134.55","Low Value — Bulk Email Only","23 Dec 2010"
12837,"134.10",1,173,"134.10","Low Value — Bulk Email Only","19 Jun 2011"
14280,"134.04",1,197,"134.04","Low Value — Bulk Email Only","27 May 2011"
16424,"133.56",1,191,"133.56","Low Value — Bulk Email Only","01 Jun 2011"
17881,"133.35",1,304,"133.35","Low Value — Bulk Email Only","08 Feb 2011"
15709,"133.25",1,284,"133.25","Low Value — Bulk Email Only","01 Mar 2011"
14438,"131.90",1,306,"131.90","Low Value — Bulk Email Only","06 Feb 2011"
17455,"131.70",1,204,"131.70","Low Value — Bulk Email Only","20 May 2011"
14795,"131.45",1,166,"131.45","Low Value — Bulk Email Only","26 Jun 2011"
16679,"129.75",1,366,"129.75","Low Value — Bulk Email Only","08 Dec 2010"
16611,"129.49",1,186,"129.49","Low Value — Bulk Email Only","06 Jun 2011"
16623,"129.45",1,246,"129.45","Low Value — Bulk Email Only","08 Apr 2011"
15543,"127.86",1,288,"127.86","Low Value — Bulk Email Only","24 Feb 2011"
13781,"127.84",1,251,"127.84","Low Value — Bulk Email Only","03 Apr 2011"
15578,"127.10",1,162,"127.10","Low Value — Bulk Email Only","30 Jun 2011"
15923,"127.08",1,373,"127.08","Low Value — Bulk Email Only","02 Dec 2010"
14962,"126.70",1,271,"126.70","Low Value — Bulk Email Only","14 Mar 2011"
12814,"125.92",1,102,"125.92","Low Value — Bulk Email Only","30 Aug 2011"
14890,"125.65",1,254,"125.65","Low Value — Bulk Email Only","31 Mar 2011"
16287,"125.22",1,170,"125.22","Low Value — Bulk Email Only","23 Jun 2011"
16849,"124.57",1,187,"124.57","Low Value — Bulk Email Only","06 Jun 2011"
16658,"123.24",1,368,"123.24","Low Value — Bulk Email Only","06 Dec 2010"
15917,"123.10",1,248,"123.10","Low Value — Bulk Email Only","06 Apr 2011"
17967,"123.07",1,372,"123.07","Low Value — Bulk Email Only","03 Dec 2010"
13519,"122.75",1,78,"122.75","Low Value — Bulk Email Only","22 Sep 2011"
14413,"122.70",1,362,"122.70","Low Value — Bulk Email Only","12 Dec 2010"
14165,"122.54",1,276,"122.54","Low Value — Bulk Email Only","09 Mar 2011"
14076,"122.47",1,129,"122.47","Low Value — Bulk Email Only","02 Aug 2011"
16073,"122.40",1,297,"122.40","Low Value — Bulk Email Only","15 Feb 2011"
13244,"121.74",1,93,"121.74","Low Value — Bulk Email Only","08 Sep 2011"
15049,"121.17",1,274,"121.17","Low Value — Bulk Email Only","11 Mar 2011"
13002,"120.95",1,318,"120.95","Low Value — Bulk Email Only","25 Jan 2011"
14259,"120.00",1,142,"120.00","Low Value — Bulk Email Only","21 Jul 2011"
14314,"120.00",1,107,"120.00","Low Value — Bulk Email Only","25 Aug 2011"
14453,"119.93",1,190,"119.93","Low Value — Bulk Email Only","02 Jun 2011"
15266,"119.30",1,338,"119.30","Low Value — Bulk Email Only","05 Jan 2011"
15843,"118.95",1,304,"118.95","Low Value — Bulk Email Only","09 Feb 2011"
17079,"118.80",1,78,"118.80","Low Value — Bulk Email Only","22 Sep 2011"
14155,"118.75",1,266,"118.75","Low Value — Bulk Email Only","18 Mar 2011"
14124,"118.08",1,84,"118.08","Low Value — Bulk Email Only","16 Sep 2011"
13581,"118.00",1,309,"118.00","Low Value — Bulk Email Only","03 Feb 2011"
12929,"117.85",1,312,"117.85","Low Value — Bulk Email Only","01 Feb 2011"
17654,"117.55",1,277,"117.55","Low Value — Bulk Email Only","07 Mar 2011"
16959,"117.35",1,87,"117.35","Low Value — Bulk Email Only","13 Sep 2011"
13877,"117.24",1,86,"117.24","Low Value — Bulk Email Only","14 Sep 2011"
17117,"116.20",1,288,"116.20","Low Value — Bulk Email Only","24 Feb 2011"
17601,"116.01",1,239,"116.01","Low Value — Bulk Email Only","14 Apr 2011"
14143,"115.80",1,134,"115.80","Low Value — Bulk Email Only","29 Jul 2011"
15350,"115.65",1,373,"115.65","Low Value — Bulk Email Only","01 Dec 2010"
13067,"115.46",1,82,"115.46","Low Value — Bulk Email Only","18 Sep 2011"
18027,"115.31",1,99,"115.31","Low Value — Bulk Email Only","02 Sep 2011"
14972,"114.77",1,128,"114.77","Low Value — Bulk Email Only","03 Aug 2011"
14632,"114.56",1,263,"114.56","Low Value — Bulk Email Only","22 Mar 2011"
16247,"114.56",1,170,"114.56","Low Value — Bulk Email Only","22 Jun 2011"
14652,"114.18",1,77,"114.18","Low Value — Bulk Email Only","23 Sep 2011"
12651,"114.00",1,335,"114.00","Low Value — Bulk Email Only","09 Jan 2011"
14457,"113.64",1,311,"113.64","Low Value — Bulk Email Only","02 Feb 2011"
15445,"113.50",1,264,"113.50","Low Value — Bulk Email Only","20 Mar 2011"
17217,"113.50",1,234,"113.50","Low Value — Bulk Email Only","19 Apr 2011"
16913,"113.44",1,290,"113.44","Low Value — Bulk Email Only","22 Feb 2011"
15280,"113.12",1,172,"113.12","Low Value — Bulk Email Only","20 Jun 2011"
14689,"112.80",1,209,"112.80","Low Value — Bulk Email Only","15 May 2011"
16697,"112.75",1,241,"112.75","Low Value — Bulk Email Only","12 Apr 2011"
13161,"112.75",1,313,"112.75","Low Value — Bulk Email Only","30 Jan 2011"
13807,"112.60",1,367,"112.60","Low Value — Bulk Email Only","07 Dec 2010"
18129,"112.55",1,243,"112.55","Low Value — Bulk Email Only","10 Apr 2011"
14271,"112.32",1,226,"112.32","Low Value — Bulk Email Only","28 Apr 2011"
17893,"112.25",1,225,"112.25","Low Value — Bulk Email Only","28 Apr 2011"
12756,"112.08",1,87,"112.08","Low Value — Bulk Email Only","14 Sep 2011"
17887,"111.35",1,129,"111.35","Low Value — Bulk Email Only","02 Aug 2011"
18120,"111.15",1,214,"111.15","Low Value — Bulk Email Only","09 May 2011"
13508,"110.97",1,244,"110.97","Low Value — Bulk Email Only","10 Apr 2011"
13144,"110.95",1,333,"110.95","Low Value — Bulk Email Only","11 Jan 2011"
15537,"110.92",1,163,"110.92","Low Value — Bulk Email Only","29 Jun 2011"
17349,"110.75",1,179,"110.75","Low Value — Bulk Email Only","13 Jun 2011"
16963,"110.55",1,187,"110.55","Low Value — Bulk Email Only","05 Jun 2011"
12734,"110.40",1,353,"110.40","Low Value — Bulk Email Only","22 Dec 2010"
17746,"110.25",1,240,"110.25","Low Value — Bulk Email Only","13 Apr 2011"
16339,"109.95",1,284,"109.95","Low Value — Bulk Email Only","28 Feb 2011"
13133,"109.80",2,274,"54.90","Low Value — Bulk Email Only","11 Mar 2011"
14699,"109.13",1,214,"109.13","Low Value — Bulk Email Only","09 May 2011"
17639,"108.50",1,276,"108.50","Low Value — Bulk Email Only","08 Mar 2011"
13226,"108.21",1,273,"108.21","Low Value — Bulk Email Only","11 Mar 2011"
12956,"108.07",1,306,"108.07","Low Value — Bulk Email Only","06 Feb 2011"
15395,"107.45",1,326,"107.45","Low Value — Bulk Email Only","18 Jan 2011"
16757,"106.83",1,319,"106.83","Low Value — Bulk Email Only","25 Jan 2011"
15070,"106.20",1,373,"106.20","Low Value — Bulk Email Only","02 Dec 2010"
16377,"106.20",1,267,"106.20","Low Value — Bulk Email Only","17 Mar 2011"
16581,"105.84",1,183,"105.84","Low Value — Bulk Email Only","10 Jun 2011"
15775,"104.90",1,245,"104.90","Low Value — Bulk Email Only","08 Apr 2011"
15607,"104.76",1,337,"104.76","Low Value — Bulk Email Only","07 Jan 2011"
15958,"104.35",1,74,"104.35","Low Value — Bulk Email Only","26 Sep 2011"
17548,"103.30",1,234,"103.30","Low Value — Bulk Email Only","20 Apr 2011"
18255,"103.30",1,89,"103.30","Low Value — Bulk Email Only","11 Sep 2011"
14542,"103.25",1,186,"103.25","Low Value — Bulk Email Only","07 Jun 2011"
17962,"102.83",1,142,"102.83","Low Value — Bulk Email Only","20 Jul 2011"
18011,"102.79",1,373,"102.79","Low Value — Bulk Email Only","01 Dec 2010"
14981,"102.12",1,246,"102.12","Low Value — Bulk Email Only","07 Apr 2011"
13948,"102.00",1,361,"102.00","Low Value — Bulk Email Only","14 Dec 2010"
15212,"101.80",1,241,"101.80","Low Value — Bulk Email Only","12 Apr 2011"
17391,"101.76",1,164,"101.76","Low Value — Bulk Email Only","29 Jun 2011"
18068,"101.70",1,289,"101.70","Low Value — Bulk Email Only","23 Feb 2011"
17643,"101.55",1,373,"101.55","Low Value — Bulk Email Only","01 Dec 2010"
16006,"101.40",1,211,"101.40","Low Value — Bulk Email Only","12 May 2011"
18086,"101.34",1,274,"101.34","Low Value — Bulk Email Only","10 Mar 2011"
13101,"101.19",1,234,"101.19","Low Value — Bulk Email Only","19 Apr 2011"
16344,"101.10",1,158,"101.10","Low Value — Bulk Email Only","04 Jul 2011"
14371,"100.50",1,295,"100.50","Low Value — Bulk Email Only","17 Feb 2011"
13703,"99.50",1,318,"99.50","Low Value — Bulk Email Only","25 Jan 2011"
17939,"99.14",1,160,"99.14","Low Value — Bulk Email Only","03 Jul 2011"
15256,"98.45",1,149,"98.45","Low Value — Bulk Email Only","14 Jul 2011"
17325,"96.80",1,280,"96.80","Low Value — Bulk Email Only","04 Mar 2011"
15216,"96.60",1,88,"96.60","Low Value — Bulk Email Only","13 Sep 2011"
12548,"95.20",1,166,"95.20","Low Value — Bulk Email Only","26 Jun 2011"
16387,"94.36",1,323,"94.36","Low Value — Bulk Email Only","21 Jan 2011"
15397,"94.00",1,290,"94.00","Low Value — Bulk Email Only","23 Feb 2011"
18227,"93.75",1,218,"93.75","Low Value — Bulk Email Only","06 May 2011"
12821,"92.72",1,214,"92.72","Low Value — Bulk Email Only","09 May 2011"
13551,"91.80",1,319,"91.80","Low Value — Bulk Email Only","24 Jan 2011"
15488,"91.32",1,93,"91.32","Low Value — Bulk Email Only","08 Sep 2011"
14353,"90.60",1,215,"90.60","Low Value — Bulk Email Only","08 May 2011"
15552,"90.12",1,217,"90.12","Low Value — Bulk Email Only","06 May 2011"
14117,"90.00",1,144,"90.00","Low Value — Bulk Email Only","19 Jul 2011"
14760,"89.20",1,297,"89.20","Low Value — Bulk Email Only","15 Feb 2011"
12686,"89.14",1,372,"89.14","Low Value — Bulk Email Only","03 Dec 2010"
14436,"89.06",1,99,"89.06","Low Value — Bulk Email Only","02 Sep 2011"
12353,"89.00",1,204,"89.00","Low Value — Bulk Email Only","19 May 2011"
15083,"88.20",1,257,"88.20","Low Value — Bulk Email Only","28 Mar 2011"
15180,"87.50",1,367,"87.50","Low Value — Bulk Email Only","07 Dec 2010"
13296,"87.40",1,137,"87.40","Low Value — Bulk Email Only","25 Jul 2011"
15541,"85.13",1,114,"85.13","Low Value — Bulk Email Only","17 Aug 2011"
13841,"85.00",1,253,"85.00","Low Value — Bulk Email Only","01 Apr 2011"
15729,"85.00",1,213,"85.00","Low Value — Bulk Email Only","11 May 2011"
12401,"84.30",1,303,"84.30","Low Value — Bulk Email Only","09 Feb 2011"
17309,"82.75",1,95,"82.75","Low Value — Bulk Email Only","05 Sep 2011"
17060,"81.60",1,266,"81.60","Low Value — Bulk Email Only","18 Mar 2011"
18281,"80.82",1,181,"80.82","Low Value — Bulk Email Only","12 Jun 2011"
13967,"80.70",1,146,"80.70","Low Value — Bulk Email Only","17 Jul 2011"
13747,"79.60",1,374,"79.60","Low Value — Bulk Email Only","01 Dec 2010"
16078,"79.20",1,284,"79.20","Low Value — Bulk Email Only","01 Mar 2011"
13132,"77.30",1,262,"77.30","Low Value — Bulk Email Only","23 Mar 2011"
14373,"76.55",1,358,"76.55","Low Value — Bulk Email Only","16 Dec 2010"
17536,"76.50",1,177,"76.50","Low Value — Bulk Email Only","15 Jun 2011"
13106,"76.50",1,133,"76.50","Low Value — Bulk Email Only","29 Jul 2011"
15668,"76.32",1,218,"76.32","Low Value — Bulk Email Only","06 May 2011"
18113,"76.32",1,369,"76.32","Low Value — Bulk Email Only","06 Dec 2010"
16148,"76.32",1,296,"76.32","Low Value — Bulk Email Only","16 Feb 2011"
14090,"76.32",1,325,"76.32","Low Value — Bulk Email Only","19 Jan 2011"
17628,"75.75",1,81,"75.75","Low Value — Bulk Email Only","19 Sep 2011"
16610,"75.66",1,219,"75.66","Low Value — Bulk Email Only","04 May 2011"
16468,"74.90",1,74,"74.90","Low Value — Bulk Email Only","26 Sep 2011"
18050,"74.40",1,359,"74.40","Low Value — Bulk Email Only","15 Dec 2010"
17960,"73.78",1,171,"73.78","Low Value — Bulk Email Only","21 Jun 2011"
12506,"73.50",1,233,"73.50","Low Value — Bulk Email Only","21 Apr 2011"
18032,"73.50",1,334,"73.50","Low Value — Bulk Email Only","09 Jan 2011"
17906,"72.90",1,247,"72.90","Low Value — Bulk Email Only","06 Apr 2011"
13686,"72.00",1,183,"72.00","Low Value — Bulk Email Only","10 Jun 2011"
14887,"72.00",1,79,"72.00","Low Value — Bulk Email Only","21 Sep 2011"
13185,"71.40",1,268,"71.40","Low Value — Bulk Email Only","17 Mar 2011"
17747,"71.40",1,113,"71.40","Low Value — Bulk Email Only","19 Aug 2011"
12798,"69.12",1,171,"69.12","Low Value — Bulk Email Only","22 Jun 2011"
14393,"67.95",1,218,"67.95","Low Value — Bulk Email Only","05 May 2011"
13684,"67.23",1,286,"67.23","Low Value — Bulk Email Only","27 Feb 2011"
13130,"64.00",1,94,"64.00","Low Value — Bulk Email Only","06 Sep 2011"
13302,"63.75",1,155,"63.75","Low Value — Bulk Email Only","07 Jul 2011"
17263,"63.44",1,208,"63.44","Low Value — Bulk Email Only","15 May 2011"
14437,"63.00",1,366,"63.00","Low Value — Bulk Email Only","09 Dec 2010"
12665,"63.00",1,325,"63.00","Low Value — Bulk Email Only","19 Jan 2011"
14840,"62.85",1,268,"62.85","Low Value — Bulk Email Only","17 Mar 2011"
13218,"62.64",1,127,"62.64","Low Value — Bulk Email Only","04 Aug 2011"
13194,"60.70",1,136,"60.70","Low Value — Bulk Email Only","27 Jul 2011"
17174,"59.90",1,218,"59.90","Low Value — Bulk Email Only","06 May 2011"
13391,"59.80",1,204,"59.80","Low Value — Bulk Email Only","20 May 2011"
13682,"59.50",1,187,"59.50","Low Value — Bulk Email Only","05 Jun 2011"
14957,"58.49",1,253,"58.49","Low Value — Bulk Email Only","31 Mar 2011"
13080,"58.08",1,179,"58.08","Low Value — Bulk Email Only","13 Jun 2011"
17775,"56.40",1,255,"56.40","Low Value — Bulk Email Only","30 Mar 2011"
15899,"56.25",1,369,"56.25","Low Value — Bulk Email Only","06 Dec 2010"
16349,"53.50",1,291,"53.50","Low Value — Bulk Email Only","22 Feb 2011"
15504,"52.83",1,81,"52.83","Low Value — Bulk Email Only","19 Sep 2011"
15313,"52.00",1,110,"52.00","Low Value — Bulk Email Only","21 Aug 2011"
17844,"51.56",1,107,"51.56","Low Value — Bulk Email Only","25 Aug 2011"
14351,"51.00",1,165,"51.00","Low Value — Bulk Email Only","28 Jun 2011"
13011,"50.55",1,372,"50.55","Low Value — Bulk Email Only","02 Dec 2010"
14821,"48.80",1,367,"48.80","Low Value — Bulk Email Only","08 Dec 2010"
15603,"48.48",1,79,"48.48","Low Value — Bulk Email Only","22 Sep 2011"
17394,"48.35",1,219,"48.35","Low Value — Bulk Email Only","04 May 2011"
15653,"48.00",1,116,"48.00","Low Value — Bulk Email Only","16 Aug 2011"
16257,"46.95",1,177,"46.95","Low Value — Bulk Email Only","16 Jun 2011"
12891,"42.00",1,293,"42.00","Low Value — Bulk Email Only","20 Feb 2011"
15178,"40.50",1,260,"40.50","Low Value — Bulk Email Only","24 Mar 2011"
14589,"39.75",1,372,"39.75","Low Value — Bulk Email Only","03 Dec 2010"
12977,"39.24",1,156,"39.24","Low Value — Bulk Email Only","06 Jul 2011"
16659,"39.12",1,189,"39.12","Low Value — Bulk Email Only","03 Jun 2011"
12855,"38.10",1,373,"38.10","Low Value — Bulk Email Only","02 Dec 2010"
16162,"37.40",1,252,"37.40","Low Value — Bulk Email Only","01 Apr 2011"
15940,"35.80",1,311,"35.80","Low Value — Bulk Email Only","01 Feb 2011"
14576,"35.40",1,372,"35.40","Low Value — Bulk Email Only","02 Dec 2010"
17268,"35.00",1,150,"35.00","Low Value — Bulk Email Only","12 Jul 2011"
15744,"34.80",1,78,"34.80","Low Value — Bulk Email Only","23 Sep 2011"
16765,"34.00",1,294,"34.00","Low Value — Bulk Email Only","18 Feb 2011"
17408,"32.65",1,163,"32.65","Low Value — Bulk Email Only","29 Jun 2011"
13120,"30.60",1,239,"30.60","Low Value — Bulk Email Only","15 Apr 2011"
17414,"28.00",1,185,"28.00","Low Value — Bulk Email Only","08 Jun 2011"
12864,"27.60",1,138,"27.60","Low Value — Bulk Email Only","24 Jul 2011"
18268,"25.50",1,134,"25.50","Low Value — Bulk Email Only","28 Jul 2011"
17102,"25.50",1,262,"25.50","Low Value — Bulk Email Only","23 Mar 2011"
17995,"23.60",1,282,"23.60","Low Value — Bulk Email Only","03 Mar 2011"
12755,"17.55",1,281,"17.55","Low Value — Bulk Email Only","04 Mar 2011"
16093,"17.00",1,107,"17.00","Low Value — Bulk Email Only","25 Aug 2011"
17763,"15.00",1,263,"15.00","Low Value — Bulk Email Only","21 Mar 2011"
13307,"15.00",1,120,"15.00","Low Value — Bulk Email Only","11 Aug 2011"
15823,"15.00",1,372,"15.00","Low Value — Bulk Email Only","02 Dec 2010"
16878,"13.30",1,84,"13.30","Low Value — Bulk Email Only","16 Sep 2011"
17956,"12.75",1,249,"12.75","Low Value — Bulk Email Only","04 Apr 2011"
16738,"3.75",1,298,"3.75","Low Value — Bulk Email Only","15 Feb 2011"
16446,"2.90",1,206,"2.90","Low Value — Bulk Email Only","18 May 2011"
